id,name,slug,rank,orapm,drapm,rapm
203120,Justin Hamilton,"",242,-1.91082262289994,0.351125221065908,-1.55969740183403
202720,Jon Leuer,DET,243,-1.21800311075921,-0.373237503558143,-1.59124061431735
203476,Gorgui Dieng,MIN,244,-1.23653491171205,-0.38175068734981,-1.61828559906186
1627775,Patrick McCaw,"",245,-2.13131823647897,0.458828843744712,-1.67248939273426
203943,Noah Vonleh,NYK,246,-2.05103471487982,0.321840123696815,-1.72919459118301
203613,Jonathon Simmons,ORL,247,-0.112088124292527,-1.64537076705915,-1.75745889135168
204001,Kristaps Porzingis,NYK,248,-0.518887337722591,-1.23999877696257,-1.75888611468516
203924,Jerami Grant,OKC,249,-1.80739206607912,-0.0124302227249045,-1.81982228880403
1627739,Kris Dunn,CHI,250,-1.87627938888698,0.00815859497824545,-1.86812079390874
2754,Tony Allen,"",251,-0.843877519174937,-1.03558207239386,-1.8794595915688
203994,Jusuf Nurkic,POR,252,-1.7475455940537,-0.166145676799058,-1.91369127085276
202344,Trevor Booker,"",253,-1.18820667611367,-0.778443034082343,-1.96664971019601
201162,Jared Dudley,BKN,254,-1.05803667792463,-1.08021981470058,-2.13825649262521
204028,Tarik Black,"",255,-1.19420605069999,-1.01508906731922,-2.20929511801921
1626168,Trey Lyles,DEN,256,-1.80746323990619,-0.424214342089072,-2.23167758199527
200757,Thabo Sefolosha,UTA,257,-1.73944985570366,-0.541955102039114,-2.28140495774278
2216,Zach Randolph,SAC,258,-2.22668303724591,-0.304340121724507,-2.53102315897042
203458,Alex Len,ATL,259,-3.22038894532498,0.638014186034732,-2.58237475929025
203922,Glenn Robinson III,DET,260,-2.49761059759769,-0.103522235617996,-2.60113283321568
1626196,Josh Richardson,MIA,261,-2.1087761962359,-0.514255364227607,-2.62303156046351
2730,Dwight Howard,WAS,262,-2.02406447677059,-0.599111076663931,-2.62317555343452
1627734,Domantas Sabonis,IND,263,-2.28152572210389,-0.420123115739378,-2.70164883784327
202684,Tristan Thompson,CLE,264,-2.44464542371374,-0.295148951289086,-2.73979437500283
203925,Joe Harris,BKN,265,-2.72765084133586,-0.0421615352004368,-2.7698123765363
200765,Rajon Rondo,LAL,266,-2.92856605943704,0.0492064897653127,-2.87935956967173
202389,Timofey Mozgov,ORL,267,-3.82209999840976,0.868387468370641,-2.95371253003912
203473,Dewayne Dedmon,ATL,268,-1.90210809962614,-1.29869383534306,-3.20080193496919
202696,Nikola Vucevic,ORL,269,-3.20514606710399,-0.119760572873558,-3.32490663997755
