v1,primary_key,game_date,game_sequence,game_id,game_status_id,game_status_text,game_code,home_team_id,away_team_id,season_year,live_period,live_pc_time,broadcaster,live_period_time_broadcast,wh_status,dt,season,season_type
148,21700149,2017-11-07T00:00:00,1,21700149,3,Final,20171107/MILCLE,1610612739,1610612749,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
149,21700150,2017-11-07T00:00:00,2,21700150,3,Final,20171107/NOPIND,1610612754,1610612740,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
150,21700151,2017-11-07T00:00:00,3,21700151,3,Final,20171107/DALWAS,1610612764,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
151,21700152,2017-11-07T00:00:00,4,21700152,3,Final,20171107/CHANYK,1610612752,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
152,21700153,2017-11-07T00:00:00,5,21700153,3,Final,20171107/CHITOR,1610612761,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
153,21700154,2017-11-07T00:00:00,6,21700154,3,Final,20171107/LACSAS,1610612759,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
154,21700155,2017-11-07T00:00:00,7,21700155,3,Final,20171107/BKNDEN,1610612743,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
155,21700156,2017-11-07T00:00:00,8,21700156,3,Final,20171107/PHIUTA,1610612762,1610612755,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
156,21700157,2017-11-07T00:00:00,9,21700157,3,Final,20171107/MEMPOR,1610612757,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
157,21700158,2017-11-07T00:00:00,10,21700158,3,Final,20171107/OKCSAC,1610612758,1610612760,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
158,21700159,2017-11-08T00:00:00,1,21700159,3,Final,20171108/INDDET,1610612765,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
159,21700160,2017-11-08T00:00:00,2,21700160,3,Final,20171108/NYKORL,1610612753,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
160,21700161,2017-11-08T00:00:00,3,21700161,3,Final,20171108/LALBOS,1610612738,1610612747,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
161,21700162,2017-11-08T00:00:00,4,21700162,3,Final,20171108/MIAPHX,1610612756,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
162,21700163,2017-11-08T00:00:00,5,21700163,3,Final,20171108/MINGSW,1610612744,1610612750,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
163,21700164,2017-11-09T00:00:00,1,21700164,3,Final,20171109/LALWAS,1610612764,1610612747,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
164,21700165,2017-11-09T00:00:00,2,21700165,3,Final,20171109/NOPTOR,1610612761,1610612740,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
165,21700166,2017-11-09T00:00:00,3,21700166,3,Final,20171109/CLEHOU,1610612745,1610612739,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
166,21700167,2017-11-09T00:00:00,4,21700167,3,Final,20171109/PHISAC,1610612758,1610612755,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
167,21700168,2017-11-09T00:00:00,5,21700168,3,Final,20171109/OKCDEN,1610612743,1610612760,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
168,21700169,2017-11-10T00:00:00,1,21700169,3,Final,20171110/ATLDET,1610612765,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
169,21700170,2017-11-10T00:00:00,2,21700170,3,Final,20171110/CHABOS,1610612738,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
170,21700171,2017-11-10T00:00:00,3,21700171,3,Final,20171110/INDCHI,1610612741,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
171,21700172,2017-11-10T00:00:00,4,21700172,3,Final,20171110/LACOKC,1610612760,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
172,21700173,2017-11-10T00:00:00,5,21700173,3,Final,20171110/MILSAS,1610612759,1610612749,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
173,21700174,2017-11-10T00:00:00,6,21700174,3,Final,20171110/ORLPHX,1610612756,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
174,21700175,2017-11-10T00:00:00,7,21700175,3,Final,20171110/MIAUTA,1610612762,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
175,21700176,2017-11-10T00:00:00,8,21700176,3,Final,20171110/BKNPOR,1610612757,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
176,21700177,2017-11-11T00:00:00,1,21700177,3,Final,20171111/ATLWAS,1610612764,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
177,21700178,2017-11-11T00:00:00,2,21700178,3,Final,20171111/LACNOP,1610612740,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
178,21700179,2017-11-11T00:00:00,3,21700179,3,Final,20171111/SACNYK,1610612752,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
179,21700180,2017-11-11T00:00:00,4,21700180,3,Final,20171111/MEMHOU,1610612745,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
180,21700181,2017-11-11T00:00:00,5,21700181,3,Final,20171111/CLEDAL,1610612742,1610612739,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
181,21700182,2017-11-11T00:00:00,6,21700182,3,Final,20171111/LALMIL,1610612749,1610612747,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
182,21700183,2017-11-11T00:00:00,7,21700183,3,Final,20171111/CHISAS,1610612759,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
183,21700184,2017-11-11T00:00:00,8,21700184,3,Final,20171111/PHIGSW,1610612744,1610612755,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
184,21700185,2017-11-11T00:00:00,9,21700185,3,Final,20171111/ORLDEN,1610612743,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
185,21700186,2017-11-11T00:00:00,10,21700186,3,Final,20171111/MINPHX,1610612756,1610612750,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
186,21700187,2017-11-11T00:00:00,11,21700187,3,Final,20171111/BKNUTA,1610612762,1610612751,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
187,21700188,2017-11-12T00:00:00,1,21700188,3,Final,20171112/TORBOS,1610612738,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
188,21700189,2017-11-12T00:00:00,2,21700189,3,Final,20171112/MIADET,1610612765,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
189,21700190,2017-11-12T00:00:00,3,21700190,3,Final,20171112/HOUIND,1610612754,1610612745,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
190,21700191,2017-11-12T00:00:00,4,21700191,3,Final,20171112/DALOKC,1610612760,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
191,21700192,2017-11-13T00:00:00,1,21700192,3,Final,20171113/SACWAS,1610612764,1610612758,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
192,21700193,2017-11-13T00:00:00,2,21700193,3,Final,20171113/CLENYK,1610612752,1610612739,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
193,21700194,2017-11-13T00:00:00,3,21700194,3,Final,20171113/MEMMIL,1610612749,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
194,21700195,2017-11-13T00:00:00,4,21700195,3,Final,20171113/ATLNOP,1610612740,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
195,21700196,2017-11-13T00:00:00,5,21700196,3,Final,20171113/LALPHX,1610612756,1610612747,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
196,21700197,2017-11-13T00:00:00,6,21700197,3,Final,20171113/MINUTA,1610612762,1610612750,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
197,21700198,2017-11-13T00:00:00,7,21700198,3,Final,20171113/DENPOR,1610612757,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
198,21700199,2017-11-13T00:00:00,8,21700199,3,Final,20171113/ORLGSW,1610612744,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
199,21700200,2017-11-13T00:00:00,9,21700200,3,Final,20171113/PHILAC,1610612746,1610612755,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
200,21700201,2017-11-14T00:00:00,1,21700201,3,Final,20171114/BOSBKN,1610612751,1610612738,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
201,21700202,2017-11-14T00:00:00,2,21700202,3,Final,20171114/TORHOU,1610612745,1610612761,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
202,21700203,2017-11-14T00:00:00,3,21700203,3,Final,20171114/SASDAL,1610612742,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
203,21700204,2017-11-15T00:00:00,1,21700204,3,Final,20171115/SACATL,1610612737,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
204,21700205,2017-11-15T00:00:00,2,21700205,3,Final,20171115/WASMIA,1610612748,1610612764,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
205,21700206,2017-11-15T00:00:00,3,21700206,3,Final,20171115/UTANYK,1610612752,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
206,21700207,2017-11-15T00:00:00,4,21700207,3,Final,20171115/CLECHA,1610612766,1610612739,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
207,21700208,2017-11-15T00:00:00,5,21700208,3,Final,20171115/INDMEM,1610612763,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
208,21700209,2017-11-15T00:00:00,6,21700209,3,Final,20171115/DETMIL,1610612749,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
209,21700210,2017-11-15T00:00:00,7,21700210,3,Final,20171115/SASMIN,1610612750,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
210,21700211,2017-11-15T00:00:00,8,21700211,3,Final,20171115/TORNOP,1610612740,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
211,21700212,2017-11-15T00:00:00,9,21700212,3,Final,20171115/CHIOKC,1610612760,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
212,21700213,2017-11-15T00:00:00,10,21700213,3,Final,20171115/ORLPOR,1610612757,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
213,21700214,2017-11-15T00:00:00,11,21700214,3,Final,20171115/PHILAL,1610612747,1610612755,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
214,21700215,2017-11-16T00:00:00,1,21700215,3,Final,20171116/GSWBOS,1610612738,1610612744,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
215,21700216,2017-11-16T00:00:00,2,21700216,3,Final,20171116/HOUPHX,1610612756,1610612745,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
216,21700217,2017-11-17T00:00:00,1,21700217,3,Final,20171117/DETIND,1610612754,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
217,21700218,2017-11-17T00:00:00,2,21700218,3,Final,20171117/MIAWAS,1610612764,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
218,21700219,2017-11-17T00:00:00,3,21700219,3,Final,20171117/UTABKN,1610612751,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
219,21700220,2017-11-17T00:00:00,4,21700220,3,Final,20171117/LACCLE,1610612739,1610612746,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
220,21700221,2017-11-17T00:00:00,5,21700221,3,Final,20171117/NYKTOR,1610612761,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
221,21700222,2017-11-17T00:00:00,6,21700222,3,Final,20171117/CHACHI,1610612741,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
222,21700223,2017-11-17T00:00:00,7,21700223,3,Final,20171117/OKCSAS,1610612759,1610612760,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
223,21700224,2017-11-17T00:00:00,8,21700224,3,Final,20171117/MINDAL,1610612742,1610612750,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
224,21700225,2017-11-17T00:00:00,9,21700225,3,Final,20171117/PORSAC,1610612758,1610612757,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
225,21700226,2017-11-17T00:00:00,10,21700226,3,Final,20171117/NOPDEN,1610612743,1610612740,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
226,21700227,2017-11-17T00:00:00,11,21700227,3,Final,20171117/PHXLAL,1610612747,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
227,21700228,2017-11-18T00:00:00,1,21700228,3,Final,20171118/LACCHA,1610612766,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
228,21700229,2017-11-18T00:00:00,2,21700229,3,Final,20171118/UTAORL,1610612753,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
229,21700230,2017-11-18T00:00:00,3,21700230,3,Final,20171118/BOSATL,1610612737,1610612738,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
230,21700231,2017-11-18T00:00:00,4,21700231,3,Final,20171118/GSWPHI,1610612755,1610612744,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
231,21700232,2017-11-18T00:00:00,5,21700232,3,Final,20171118/HOUMEM,1610612763,1610612745,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
232,21700233,2017-11-18T00:00:00,6,21700233,3,Final,20171118/MILDAL,1610612742,1610612749,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
233,21700234,2017-11-18T00:00:00,7,21700234,3,Final,20171118/SACPOR,1610612757,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
234,21700235,2017-11-19T00:00:00,2,21700235,3,Final,20171119/INDMIA,1610612748,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
235,21700236,2017-11-19T00:00:00,3,21700236,3,Final,20171119/GSWBKN,1610612751,1610612744,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
236,21700237,2017-11-19T00:00:00,1,21700237,3,Final,20171119/WASTOR,1610612761,1610612764,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
237,21700238,2017-11-19T00:00:00,4,21700238,3,Final,20171119/DETMIN,1610612750,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
238,21700239,2017-11-19T00:00:00,5,21700239,3,Final,20171119/CHIPHX,1610612756,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
239,21700240,2017-11-19T00:00:00,6,21700240,3,Final,20171119/DENLAL,1610612747,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
240,21700241,2017-11-20T00:00:00,1,21700241,3,Final,20171120/MINCHA,1610612766,1610612750,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
241,21700242,2017-11-20T00:00:00,2,21700242,3,Final,20171120/CLEDET,1610612765,1610612739,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
242,21700243,2017-11-20T00:00:00,3,21700243,3,Final,20171120/INDORL,1610612753,1610612754,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
243,21700244,2017-11-20T00:00:00,4,21700244,3,Final,20171120/UTAPHI,1610612755,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
244,21700245,2017-11-20T00:00:00,5,21700245,3,Final,20171120/LACNYK,1610612752,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
245,21700246,2017-11-20T00:00:00,6,21700246,3,Final,20171120/PORMEM,1610612763,1610612757,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
246,21700247,2017-11-20T00:00:00,7,21700247,3,Final,20171120/WASMIL,1610612749,1610612764,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
247,21700248,2017-11-20T00:00:00,8,21700248,3,Final,20171120/OKCNOP,1610612740,1610612760,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
248,21700249,2017-11-20T00:00:00,9,21700249,3,Final,20171120/BOSDAL,1610612742,1610612738,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
249,21700250,2017-11-20T00:00:00,10,21700250,3,Final,20171120/ATLSAS,1610612759,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
250,21700251,2017-11-20T00:00:00,11,21700251,3,Final,20171120/DENSAC,1610612758,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
251,21700252,2017-11-21T00:00:00,1,21700252,3,Final,20171121/CHILAL,1610612747,1610612741,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
252,21700253,2017-11-22T00:00:00,1,21700253,3,Final,20171122/WASCHA,1610612766,1610612764,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
253,21700254,2017-11-22T00:00:00,2,21700254,3,Final,20171122/BKNCLE,1610612739,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
254,21700255,2017-11-22T00:00:00,3,21700255,3,Final,20171122/PORPHI,1610612755,1610612757,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
255,21700256,2017-11-22T00:00:00,4,21700256,3,Final,20171122/LACATL,1610612737,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
256,21700257,2017-11-22T00:00:00,5,21700257,3,Final,20171122/BOSMIA,1610612748,1610612738,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
257,21700258,2017-11-22T00:00:00,6,21700258,3,Final,20171122/TORNYK,1610612752,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
258,21700259,2017-11-22T00:00:00,7,21700259,3,Final,20171122/DENHOU,1610612745,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
259,21700260,2017-11-22T00:00:00,8,21700260,3,Final,20171122/DALMEM,1610612763,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
260,21700261,2017-11-22T00:00:00,9,21700261,3,Final,20171122/ORLMIN,1610612750,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
261,21700262,2017-11-22T00:00:00,10,21700262,3,Final,20171122/SASNOP,1610612740,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
262,21700263,2017-11-22T00:00:00,11,21700263,3,Final,20171122/GSWOKC,1610612760,1610612744,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
263,21700264,2017-11-22T00:00:00,12,21700264,3,Final,20171122/MILPHX,1610612756,1610612749,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
264,21700265,2017-11-22T00:00:00,13,21700265,3,Final,20171122/CHIUTA,1610612762,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
265,21700266,2017-11-22T00:00:00,14,21700266,3,Final,20171122/LALSAC,1610612758,1610612747,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
266,21700267,2017-11-24T00:00:00,1,21700267,3,Final,20171124/PORBKN,1610612751,1610612757,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
267,21700268,2017-11-24T00:00:00,2,21700268,3,Final,20171124/NYKATL,1610612737,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
268,21700269,2017-11-24T00:00:00,3,21700269,3,Final,20171124/ORLBOS,1610612738,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
269,21700270,2017-11-24T00:00:00,4,21700270,3,Final,20171124/CHACLE,1610612739,1610612766,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
270,21700271,2017-11-24T00:00:00,5,21700271,3,Final,20171124/TORIND,1610612754,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
271,21700272,2017-11-24T00:00:00,6,21700272,3,Final,20171124/MIAMIN,1610612750,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
272,21700273,2017-11-24T00:00:00,7,21700273,3,Final,20171124/DETOKC,1610612760,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
273,21700274,2017-11-24T00:00:00,8,21700274,3,Final,20171124/MEMDEN,1610612743,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
274,21700275,2017-11-24T00:00:00,9,21700275,3,Final,20171124/NOPPHX,1610612756,1610612740,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
275,21700276,2017-11-24T00:00:00,10,21700276,3,Final,20171124/CHIGSW,1610612744,1610612741,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
276,21700277,2017-11-25T00:00:00,1,21700277,3,Final,20171125/SASCHA,1610612766,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
